TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1433,虚劳咳喘,Xu Lao Ke Chuan,,肺,肾虚,Ontological terms,"v1,v2",0
1434,虚劳咳嗽,Xu Lao Ke Sou,,肺,肾虚,Ontological terms,"v1,v2",0
1435,虚热,Xu Re,虚热，是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致，如久病精气耗损、劳伤过度，可导致脏腑失调、虚弱而生内热、内热进而化虚火。根据病机不同，一般将虚热进一步分为阴虚火旺和气虚火旺两种病状。,,,,v1,1
1436,虚热不退,Xu Re Bu Tui,,,,Ontological terms,"v1,v2",0
1437,虚脱,Xu Tuo,虚脱是以面色苍白、虚汗淋漓、头昏眼花、肢冷汗出、二便失禁、神情淡漠或烦躁甚则不省人事、脉微欲绝等为特征的内科急症。,,,,v1,1
1438,虚泻,Xu Xie,病证名。因脏腑虚弱所致的泄泻。见《医学入门》卷五。又称虚泄。多属脾肾虚弱。症见困倦无力，自汗，消瘦，大便溏泄清稀，甚至完谷不化，四肢清冷，脉多细弱。轻者属脾，重者属肾。治宜健脾补肾，选用参苓白术散、理中汤、升阳除湿汤、四神丸、椒附丸等方。参见脾泄、肾泄、气陷泄泻等条。,,,Ontological terms,"v1,v2",0
1439,眩晕,Xuan Yun,眩晕是因机体对空间定位障碍而产生的一种动性或位置性错觉，它涉及多个学科。绝大多数人一生中均经历此症。据统计，眩晕症占内科门诊病人的5%，占耳鼻咽喉科门诊的15%。眩晕可分为真性眩晕和假性眩晕。真性眩晕是由眼、本体觉或前庭系统疾病引起的，有明显的外物或自身旋转感。假性眩晕多由全身系统性疾病引起，如心血管疾病、脑血管疾病、贫血、尿毒症、药物中毒、内分泌疾病及神经官能症等几乎都有轻重不等的头晕症状，患者感觉“飘飘荡荡”，没有明确转动感。,头部,风眩内动、清窍不宁或清阳不升，脑窍失养,Ontological terms,"v1,v2",0
1440,血便,Xie Bian,便血或血便的定义是解出带血的大便，或只解出血而没有粪便,大肠,热伤血络,Ontological terms,"v1,v2",0
1441,血管神经性头痛,Xie Guan Shen Jing Xing Tou Tong,,头,,Synonymous terms,"v1,v2",0
1442,血痂,Xie Jia,血痂（scab），指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物，呈黑红色，对伤口有保护作用，伤口或疮口痊愈后血痂自行脱落，强行掰落可能会导致流血，痊愈后可能留下瘢痕。尿囊素可保护伤口结痂，不致于抓痒，又可帮助脱痂。,,,,v1,1
1443,血淋,Xie Lin,血淋，病名。淋证以尿血或尿中夹血为主要症候者。《诸病源候论·淋病诸候》：“血淋者，是热淋之甚者，则尿血，谓之血淋。”,膀胱,膀胱湿热,Ontological terms,"v1,v2",0
1444,血尿,Xie Niao,,膀胱,膀胱湿热,Ontological terms,"v1,v2",0
1445,血热,Xie Re,血热（heat in blood），是指外感热邪入血中，血行加速而异常，表现为出血、发瘀等的病理状态。血热多由邪热入血所致，也可由于情志郁结，五志过极化火而导致血热。亦称血分热。即血分有热。证见吐衄、咳咯、溺血，午后发热，女子月事先期而来，脉弦而数，法当凉血。血热亦是小儿发热证型之一,,,,v1,1
1446,血热吐紐,Xie Re Tu Niu,,胃,胃热,Synonymous terms,"v1,v2",0
1447,血热吐衄,Xie Re Tu Nv,,胃,胃热,Ontological terms,"v1,v2",0
1448,血脱,Xie Tuo,血脱是病证名。阴血亏损脱失之证。出《灵枢·决气》：“血脱者，色白，夭然不泽。”又名脱血。阴血亏损脱失之证。出《灵枢·决气》：“血脱者，色白，夭然不泽。”又名脱血。,,,Synonymous terms,"v1,v2",0
1449,血小板减少,Xie Xiao Ban Jian Shao,血小板减少见于多种血液性疾病、风湿免疫病、放化疗损伤及药物相关性血小板减少,,,Synonymous terms,"v1,v2",0
1450,血压偏高,Xie Ya Pian Gao,,,肝阳上亢,Synonymous terms,"v1,v2",0
1451,血瘀,Xie Yu,血淤是指中医辨证中的一种证型。血淤即血液运行不畅，有瘀血。血淤证可见于很多种疾病。一般而论， 凡离开经脉之血不能及时消散和瘀滞于某一处，或血流不畅，运行受阻，郁积于经脉或器官之内呈凝滞状态，都叫血瘀,,,,v1,1
1452,血晕,Xie Yun,受伤后皮肤未破，呈红紫色,,脾虚,Ontological terms,"v1,v2",0
1453,血肿疼痛,Xie Zhong Teng Tong,,,血热,Synonymous terms,"v1,v2",0
1454,牙齿松动,Ya Chi Song Dong,,肾,肾虚,Ontological terms,"v1,v2",0
1455,牙关紧闭,Ya Guan Jin Bi,牙关紧闭为一种临床症状，表现是上下牙列紧密闭锁，不能启动，以致患者不能开口，摄取食物以及说话极其困难，属中医“口噤”范畴。,肾,肾虚,Ontological terms,"v1,v2",0
1456,牙疼,Ya Teng,牙痛是指牙齿因各种原因引起的疼痛，为口腔疾患中常见的症状之一，可见于龋齿、牙髓炎、根尖周炎、牙外伤、牙本质过敏、楔状缺损等。,肾,胃热,Ontological terms,"v1,v2",0
1457,牙痛,Ya Tong,,肾,胃火旺盛,Ontological terms,"v1,v2",0
1458,牙龈出血,Ya Ken Chu Xie,牙龈出血是口腔科常见症状之一，是指牙龈自发性的或由于轻微刺激引起的少量流血。轻者表现为仅在吮吸、刷牙、咀嚼较硬食物时唾液中带有血丝，重者在牙龈受到轻微刺激时即出血较多甚至自发性出血。,脾,胃火旺盛,Ontological terms,"v1,v2",0
1459,牙龈红肿,Ya Ken Hong Zhong,牙龈红肿是指牙齿周围牙龈软组织充血发红、肿胀隆起。,脾,胃火旺盛,Ontological terms,"v1,v2",0
1460,牙龈痛,Ya Ken Tong,,脾,胃火旺盛,Ontological terms,"v1,v2",0
1461,牙龈肿,Ya Ken Zhong,,脾,胃火旺盛,Ontological terms,"v1,v2",0
1462,牙龈肿痛,Ya Ken Zhong Tong,牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状，牙龈下的炎症通过牙缝，牙结石，口腔死角进行多方位的传播，使牙龈附着牙菌斑而导致牙龈肿痛。,脾,胃火旺盛,Ontological terms,"v1,v2",0
1463,牙龈肿胀,Ya Ken Zhong Zhang,,脾,胃火旺盛,Synonymous terms,"v1,v2",0
1464,咽部不适,Yan Bu Bu Shi,,肺,肺热,Synonymous terms,"v1,v2",0
1465,咽部充血,Yan Bu Chong Xie,,肺,肺热,Ontological terms,"v1,v2",0
1466,咽部红,Yan Bu Hong,,肺,肺热,Ontological terms,"v1,v2",0
1467,咽部红肿,Yan Bu Hong Zhong,,肺,肺热,Ontological terms,"v1,v2",0
1468,咽部肿,Yan Bu Zhong,,肺,肺热,Synonymous terms,"v1,v2",0
1469,咽部肿痛,Yan Bu Zhong Tong,,肺,肺热,Synonymous terms,"v1,v2",0
1470,咽干,Yan Gan,咽干，中医认为是以脏腑阴虚为主因，阴虚火旺，虚火上扰，以致咽喉失养，治宜滋阴降火。是慢性咽炎的症状之一，常在用嗓过度、气候突变、环境温度及湿度变化时加重，其他症状如咽异物感、咽痒、干燥、疼痛、刺激性干咳等,肺,肺热,Ontological terms,"v1,v2",0
1471,咽干喉痛,Yan Gan Hou Tong,,肺,肺热,Ontological terms,"v1,v2",0
1472,咽干燥,Yan Gan Zao,,肺,肺热,Ontological terms,"v1,v2",0
1473,咽干灼热,Yan Gan Zhuo Re,,肺,肺热,Synonymous terms,"v1,v2",0
1474,咽膈不利,Yan Ge Bu Li,,肺,肺热,Synonymous terms,"v1,v2",0
1475,咽红,Yan Hong,,肺,肺热,Synonymous terms,"v1,v2",0
1476,咽红肿痛,Yan Hong Zhong Tong,,肺,肺热,Synonymous terms,"v1,v2",0
1477,咽喉不利,Yan Hou Bu Li,,肺,肺热,Synonymous terms,"v1,v2",0
1478,咽喉干,Yan Hou Gan,,肺,肺热,Ontological terms,"v1,v2",0
1479,咽喉干燥,Yan Hou Gan Zao,,肺,肺热,Synonymous terms,"v1,v2",0
1480,咽喉红肿,Yan Hou Hong Zhong,,肺,肺热,Ontological terms,"v1,v2",0
1481,咽喉疼痛,Yan Hou Teng Tong,咽喉痛是一种最常见的病症，它多发于一年中的寒冷季节，感冒、扁桃体炎、鼻窦炎、百日咳、咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,肺,肺热,Synonymous terms,"v1,v2",0
1482,咽喉痛,Yan Hou Tong,,肺,肺热,Ontological terms,"v1,v2",0
1483,咽喉痒,Yan Hou Yang,咽喉痒是慢性咽炎的一种症状，为慢性、反复感染所引起的弥漫性咽部病变，其主要的病变特征是——咽部的黏膜发炎，咽喉痒的时候应该注意保护咽喉及时就医。,肺,肺热,Synonymous terms,"v1,v2",0
1484,咽喉肿,Yan Hou Zhong,,肺,肺热,Ontological terms,"v1,v2",0
1485,咽喉肿痛,Yan Hou Zhong Tong,,肺,肺热,Ontological terms,"v1,v2",0
1486,咽喉肿痈,Yan Hou Zhong Yong,,肺,肺热,Ontological terms,"v1,v2",0
1487,咽喉灼热,Yan Hou Zhuo Re,,肺,肺热,Synonymous terms,"v1,v2",0
1488,咽黏膜充血,Yan Nian Mo Chong Xie,,肺,肺热,Synonymous terms,"v1,v2",0
1489,咽痛,Yan Tong,咽喉痛是一种最常见的病症，它多发于一年中的寒冷季节，感冒、扁桃体炎、鼻窦炎、百日咳、咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,肺,肺热,Ontological terms,"v1,v2",0
1490,咽下不利,Yan Xia Bu Li,,肺,肺热,Synonymous terms,"v1,v2",0
1491,咽痒,Yan Yang,,肺,风热,Synonymous terms,"v1,v2",0
1492,咽痈,Yan Yong,,肺,热毒,Synonymous terms,"v1,v2",0
1493,咽燥,Yan Zao,,肺,温热,Synonymous terms,"v1,v2",0
1494,咽中有痰,Yan Zhong You Tan,,肺,痰湿,Synonymous terms,"v1,v2",0
1495,咽灼热感,Yan Zhuo Re Gan,,肺,肺热,Synonymous terms,"v1,v2",0
1496,言语不利,Yan Yu Bu Li,中风后出现的言语謇涩，以舌强，口眼斜，口角流涎为主要表现的中风后遗症。,心,脉络淤阻,Synonymous terms,"v1,v2",0
1497,言语不清,Yan Yu Bu Qing,,心,脉络淤阻,Synonymous terms,"v1,v2",0
1498,言语不淸,Yan Yu Bu Qing,,心,脉络淤阻,Synonymous terms,"v1,v2",0
1499,言语謇涩,Yan Yu Jian Se,,心,脉络淤阻,Ontological terms,"v1,v2",0
1500,颜面部红斑,Yan Mian Bu Hong Ban,,,肝阳上亢,Synonymous terms,"v1,v2",0
1501,颜面皮肤光亮油腻,Yan Mian Pi Fu Guang Liang You Ni,,,肝阳上亢,Synonymous terms,"v1,v2",0
1502,眼边刺痒,Yan Bian Ci Yang,,肝目,肝风内动,Synonymous terms,"v1,v2",0
1503,眼底瘀血,Yan Di Yu Xie,,肝目,淤血阻络,Synonymous terms,"v1,v2",0
1504,眼花,Yan Hua,眼花（dazzle）指看东西模糊不清，或因为内容繁杂而看得目眩头晕。许多疾病过程中会有眼花表现。治疗宜针对原发病进行，对症治疗。,肝目,肝经失养,Ontological terms,"v1,v2",0
1505,眼睑赤烂,Yan Jian Chi Lan,,肝目,肝经湿热,Synonymous terms,"v1,v2",0
1506,眼睑红烂,Yan Jian Hong Lan,,肝目,肝经湿热,Synonymous terms,"v1,v2",0
1507,眼睛红肿,Yan Jing Hong Zhong,眼睛红肿与睡眠、饮水和睡觉的姿势都有关，建议睡前不要喝太多的水一般来讲，引起眼睛红肿的原因有很多，比如不当的使用化妆品、皮肤病、心、肾功能不全、血管神经性水肿,肝目,肝经湿热,Synonymous terms,"v1,v2",0
1508,眼睛痛痒,Yan Jing Tong Yang,,肝目,肝经湿热,Synonymous terms,"v1,v2",0
1509,眼睛肿痛,Yan Jing Zhong Tong,,肝目,肝经湿热,Synonymous terms,"v1,v2",0
1510,眼目昏花,Yan Mu Hun Hua,,肝目,肝血亏虚,Ontological terms,"v1,v2",0
1511,眼目昏涩,Yan Mu Hun Se,,肝目,肝血亏虚,Ontological terms,"v1,v2",0
1512,眼生翳膜,Yan Sheng Yi Mo,,肝目,肝血亏虚,Ontological terms,"v1,v2",0
1513,眼痛,Yan Tong,,肝目,肝血亏虚,Synonymous terms,"v1,v2",0
1514,厌食,Yan Shi,厌食是指小儿较长时期见食不贪，食欲不振，甚则拒食的一种常见的病证。辨证应辨病在脾或在胃。在胃者，以胃阴不足为主，证见厌食而口干多饮，大便干结，舌红少津。在脾者，以脾运失健为主，证见厌食，面色少华，腹胀便溏，舌淡苔白。总的治疗原则为健运脾气、养阴益胃。,脾胃,脾胃虚弱,Synonymous terms,"v1,v2",0
1515,阳痿,Yang Wei,,肾,肾虚,Ontological terms,"v1,v2",0
1516,阳虚,Yang Xu,阳虚（yang deficiency），中医名词。指机体阳气虚衰，机能减退或衰弱，代谢活动减退，机体反应性低下，阳热不足的病理现象。阳气有温暖肢体、脏腑的作用，如果阳虚则机体功能减退，容易出现虚寒的征象。常见的有胃阳虚、脾阳虚、肾阳虚等。阳虚主证为畏寒肢冷、面色苍白、大便溏薄、小便清长、脉沉微无力等。,,,,v1,1
1517,阳虚血瘀,Yang Xu Xie Yu,,,,Synonymous terms,"v1,v2",0
1518,阳虚欲脱,Yang Xu Yu Tuo,,,,Synonymous terms,"v1,v2",0
1519,痒,Yang,,,血虚风燥,,v1,1
1520,腰背痛,Yao Bei Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1521,腰部疼痛,Yao Bu Teng Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1522,腰部痿软,Yao Bu Wei Ruan,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1523,腰骶酸痛,Yao Di Suan Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1524,腰骶痛,Yao Di Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1525,腰骶胀痛,Yao Di Zhang Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1526,腰腹疼痛,Yao Fu Teng Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1527,腰肌劳损,Yao Ji Lao Sun,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1528,腰脊冷痛,Yao Ji Leng Tong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1529,腰脊酸痛,Yao Ji Suan Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1530,腰脊疼痛,Yao Ji Teng Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1531,腰酸,Yao Suan,腰酸（soreness of loins）指腰部酸楚不适。临床以肾虚较为常见。腰酸与腰痛有相似之处，且常可酸痛并见，也有虚实寒热之别，须辨析兼证以定其治法,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1532,腰痛,Yao Tong,腰痛（lumbodynia；lumbago；low back pain）是临床常见的症状，以腰部一侧或两侧疼痛为主，常可放射到腿部，常伴有外感或内伤症状。引起腰痛的原因很多，除运动系统疾病与外伤以外，其他器官的疾病也可引起腰痛。如泌尿系炎症或结石、肾小球肾炎、某些妇女疾病（盆腔炎、子宫后倾等）、妊娠、腰部神经根炎和某些腹部疾病皆可出现腰痛,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1533,腰腿酸软,Yao Tui Suan Ruan,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1534,腰腿酸痛,Yao Tui Suan Tong,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1535,腰腿疼痛重着,Yao Tui Teng Tong Zhong Zhao,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1536,腰腿痛,Yao Tui Tong,腰腿痛是以腰部和腿部疼痛为主要症状的病症，腰腿痛不是一种病，而是一组症候群，可由多种原因引起。腰痛为多发病，常与腿痛同时存在，在体力劳动者中发生率较高，如搬运工、井下矿工、木工和汽车司机等。值得注意的是，从事机关工作、长期伏案工作的人员中，腰腿痛也是常见病。,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1537,腰膝关节酸重,Yao Xi Guan Jie Suan Zhong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1538,腰膝关节疼痛,Yao Xi Guan Jie Teng Tong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1539,腰膝冷痛,Yao Xi Leng Tong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1540,腰膝痠软,Yao Xi Suan Ruan,,肾膀胱,肾虚,Synonymous terms,"v1,v2",0
1541,腰膝酸冷,Yao Xi Suan Leng,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1542,腰膝酸软,Yao Xi Suan Ruan,腰膝酸软（soreness and weakness of waist and knees）为中医肝肾亏损的一种症状。表现为腰部和膝部的酸软无力，同时可伴腰痛发凉、手脚凉、四肢无力，头晕目眩、视物昏花等其他肾虚症状。治疗宜排除泌尿系统、骨骼及其他器质性疾病，采用中医辨证调理方法，给予通畅气血、补益肝肾，滋阴壮阳。,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1543,腰膝酸痛,Yao Xi Suan Tong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1544,腰膝酸重,Yao Xi Suan Zhong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1545,腰膝疼痛,Yao Xi Teng Tong,,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1546,腰膝无力,Yao Xi Wu Li,腰膝无力，症名。即腰膝软弱无力。轻者称腰软、膝软，重者称腰膝痿弱。多因肝肾亏损，失于滋养，或寒湿、湿热等邪气痹阻腰膝所致。,肾膀胱,肾虚,Ontological terms,"v1,v2",0
1547,药食中毒,Yao Shi Zhong Du,,,,Ontological terms,"v1,v2",0
1548,夜间遗尿,Ye Jian Yi Niao,,膀胱,肾阳虚,Synonymous terms,"v1,v2",0
1549,夜惊,Ye Liang,小儿夜惊是指1岁以内的哺乳婴儿，因寒、热、受惊等而致的夜间定时啼哭，甚则通宵达旦为主要特征的一种病症。儿童夜惊是儿童的睡眠行为异常，表现为入睡后突然惊醒坐起，呈恐怖状且喊叫，同时可有极端恐惧的自主神经和行为改变的睡眠障碍。,心,肝火亢盛,Synonymous terms,"v1,v2",0
1550,夜盲昏花,Ye Mang Hun Hua,,心,肝血虚,Synonymous terms,"v1,v2",0
1551,夜寐不安,Ye Mei Bu An,,心,肝火旺盛,Synonymous terms,"v1,v2",0
1552,夜梦,Ye Meng,,心,肝血虚,Synonymous terms,"v1,v2",0
1553,夜眠不安,Ye Mian Bu An,,心,肝血虚,Synonymous terms,"v1,v2",0
1554,夜眠不宁,Ye Mian Bu Ning,,心,肝血虚,Synonymous terms,"v1,v2",0
1555,夜尿频,Ye Niao Pin,,膀胱,肾虚,Synonymous terms,"v1,v2",0
1556,夜尿频多,Ye Niao Pin Duo,,膀胱,肾虚,Synonymous terms,"v1,v2",0
1557,夜尿清长,Ye Niao Qing Chang,,膀胱,肾虚,Synonymous terms,"v1,v2",0
1558,夜热早凉,Ye Re Zao Liang,夜热早凉是指夜间低热，至翌日清晨则热退身凉的表现。温病后期气阴耗伤，阳气不足则早凉，阴津亏虚则夜热。,血,阴虚,Ontological terms,"v1,v2",0
1559,夜啼,Ye Ti,夜啼，中医病名。婴儿白天能安静入睡，入夜则啼哭不安，时哭时止，或每夜定时啼哭，甚则通宵达旦，称为夜啼,肝,肝火旺盛,Ontological terms,"v1,v2",0
1560,噫气,Yi Qi,噫气乃口反食气之病。又名嗳气，为胃中之浊气上逆，经食道而由口排出之气体。是脾胃疾病之一。《灵枢。口问篇》曰；“寒气客于胃，逆从下上散，复出于胃，故谓噫”。,脾胃,脾胃虚弱,Ontological terms,"v1,v2",0
1561,遗精,Yi Jing,,肾,肾关不固,Ontological terms,"v1,v2",0
1562,遗尿,Yi Niao,遗尿症（Enuresis）俗称尿床，通常指小儿在熟睡时不自主地排尿。,膀胱,膀胱失约,Ontological terms,"v1,v2",0
1563,抑郁,Yi Yu,,心肝,肝气郁滞,Synonymous terms,"v1,v2",0
1564,易感,Yi Gan,,肺 膀胱 ,肺卫不固,Synonymous terms,"v1,v2",0
1565,易感风邪,Yi Gan Feng Xie,,肺 膀胱 ,肺卫不固,Synonymous terms,"v1,v2",0
1566,易饥,Yi Ji,,胃,胃火亢盛,Synonymous terms,"v1,v2",0
1567,易惊,Yi Liang,,肝,肝血虚,Ontological terms,"v1,v2",0
1568,易怒,Yi Nu,,肝,肝火亢盛,Synonymous terms,"v1,v2",0
1569,翳膜遮睛,Yi Mo Zhe Jing,,眼 肝,肝血亏虚,Ontological terms,"v1,v2",0
1570,阴道出血,Yin Dao Chu Xie,,阴道,脾虚,Synonymous terms,"v1,v2",0
1571,阴道干燥,Yin Dao Gan Zao,,阴道,脾虚,Synonymous terms,"v1,v2",0
1572,阴疽,Yin Ju,,四肢,阴寒内盛,Ontological terms,"v1,v2",0
1573,阴疽不敛,Yin Ju Bu Lian,,四肢,阴寒内盛,Ontological terms,"v1,v2",0
1574,阴疽初起,Yin Ju Chu Qi,,四肢,阴寒内盛,Synonymous terms,"v1,v2",0
1575,阴疽肿痛,Yin Ju Zhong Tong,,四肢,阴寒内盛,Ontological terms,"v1,v2",0
1576,阴囊湿痒,Yin Nang Shi Yang,,肝肾,肝经湿热,Ontological terms,"v1,v2",0
1577,阴痒,Yin Yang,阴痒，中医病名。是指妇女外阴瘙痒，甚则痒痛难忍，坐卧不宁，或伴带下增多等，称为“阴痒”，有称“阴门瘙痒”、“阴蠚”等。 西医学“外阴瘙痒症”、外阴炎、阴道炎、外阴白色病变等出现以阴痒为主证时，亦可参照本病辨证论治。,肝肾,肝经湿热,Ontological terms,"v1,v2",0
1578,阴肿,Yin Zhong,阴肿，概指以男女阴器肿大为主症的一种疾患。风邪搏击阴器，或湿热、寒湿下注，或蚊虫叮咬，或肝经郁结，血瘀阴部所致。,肾,,Ontological terms,"v1,v2",0
1579,音哑,Yin Ya,,肺,肺气失宣,Ontological terms,"v1,v2",0
1580,饮酒过多,Yin Jiu Guo Duo,,,,,v1,1
1581,饮食不化,Yin Shi Bu Hua,,脾胃,脾胃虚弱,Synonymous terms,"v1,v2",0
1582,饮食不节,Yin Shi Bu Jie,饮食不节，中医内伤病因之一，包括饮食不节、饮食不洁、饮食偏嗜等。饮食不节。过饥过饱，或饥饱无常，营养不得补充或损害脾胃，致使气血亏少，正气不足而致病。,脾胃,脾胃虚弱,Synonymous terms,"v1,v2",0
1583,饮食积滞,Yin Shi Ji Zhi,饮食积滞证，中医病证名。是指由于饮食不节，损伤脾胃而出现的证候。常见于腹痛。,脾胃,脾胃虚弱,,v1,1
1584,饮食少进,Yin Shi Shao Jin,,脾胃,脾胃虚弱,Synonymous terms,"v1,v2",0
1585,饮食停滞,Yin Shi Ting Zhi,饮食停滞一般指消化不良，脘腹胀满，疼痛拒按，暖腐吞酸，或呕吐，消化不良，大便不爽，臭如败卵，苔厚腻，脉弦滑。,脾胃,脾胃虚弱,,v1,1
1586,隐痛,Yin Tong,,,,Synonymous terms,"v1,v2",0
1587,阴部肿块,Yin Bu Zhong Kuai,,肾,淤血阻滞,Synonymous terms,"v1,v2",0
1588,迎风流泪,Ying Feng Liu Lei,,肝,风邪犯卫,Ontological terms,"v1,v2",0
1589,营养不良,Ying Yang Bu Liang,,脾胃,脾胃虚弱,Synonymous terms,"v1,v2",0
1590,嬴瘦,Ying Shou,,脾肾,先天不足，后天失养,Synonymous terms,"v1,v2",0
1591,癭瘤初起,Ying Liu Chu Qi,,肝,肝气郁滞,Synonymous terms,"v1,v2",0
1592,硬皮,Ying Pi,增厚变硬的一块皮肤,,血虚,Synonymous terms,"v1,v2",0
1593,痈疽,Yong Ju,痈疽，发生于体表、四肢、内脏的急性化脓性疾患，是一种毒疮。痈发于肌肉，红肿高大，多属于阳症，疽发于骨之上，平塌色暗，多属于阴症,皮肤,热毒,Ontological terms,"v1,v2",0
1594,痈疽不溃,Yong Ju Bu Kui,,皮肤,热毒,Ontological terms,"v1,v2",0
1595,痈疽疔毒,Yong Ju Ding Du,,皮肤,热毒,Ontological terms,"v1,v2",0
1596,痈疽难溃,Yong Ju Nan Kui,,皮肤,热毒,Ontological terms,"v1,v2",0
1597,痈疽肿毒,Yong Ju Zhong Du,,皮肤,热毒,Ontological terms,"v1,v2",0
1598,痈疽肿痛,Yong Ju Zhong Tong,,皮肤,热毒,Ontological terms,"v1,v2",0
1599,痈肿,Yong Zhong,痈肿是多个相邻的毛囊及其所属皮脂腺或汗腺的急性化脓性感染，或由多个疖融合而成,皮肤,热毒,Ontological terms,"v1,v2",0
1600,痈肿疮疡,Yong Zhong Chuang Yang,,皮肤,热毒,Ontological terms,"v1,v2",0
1601,痈肿溃烂,Yong Zhong Kui Lan,,皮肤,热毒,Ontological terms,"v1,v2",0
1602,涌吐痰涎,Yong Tu Tan Xian,,皮肤,热毒,Ontological terms,"v1,v2",0
1603,有汗,You Han,有汗出，包括多种出汗表现。,,,Synonymous terms,"v1,v2",0
1604,有血块,You Xie Kuai,,,,Synonymous terms,"v1,v2",0
1605,右上腹隐隐作痛,You Shang Fu Yin Yin Zuo Tong,,肠, 肝经湿热,Synonymous terms,"v1,v2",0
1606,右胁胀满,You Xie Zhang Man,,肝,肝气郁滞,Synonymous terms,"v1,v2",0
1607,瘀斑,Yu Ban,为皮肤、粘膜出血性斑片状病变,,血瘀,Synonymous terms,"v1,v2",0
1608,瘀血不尽,Yu Xie Bu Jin,,,血瘀,Synonymous terms,"v1,v2",0
1609,瘀血肿胀,Yu Xie Zhong Zhang,,,淤血阻滞,Synonymous terms,"v1,v2",0
1610,瘀血阻络,Yu Xie Zu Luo,瘀血阻络，主要症状自觉腹部胀满不适，治法活血通络，逐瘀泻热。,,,Synonymous terms,"v1,v2",0
1611,瘀阻经闭,Yu Zu Jing Bi,,,淤血,,v1,1
1612,鱼蟹中毒,Yu Xie Zhong Du,,,,Ontological terms,"v1,v2",0
1613,语言不利,Yu Yan Bu Li,,,,Synonymous terms,"v1,v2",0
1614,语言謇涩,Yu Yan Jian Se,指因舌体强硬，运动不灵而致发音困难，言语不清的表现。,,,Ontological terms,"v1,v2",0
1615,郁闷心烦,Yu Men Xin Fan,,,邪热扰心,Ontological terms,"v1,v2",0
1616,月经不调,Yue Jing Bu Diao,月经失调也称月经不调，是妇科常见疾病，表现为月经周期或出血量的异常，可伴月经前、经期时的腹痛及全身症状。病因可能是器质性病变或是功能失常。,子宫,气虚血瘀,Ontological terms,"v1,v2",0
1617,月经过多,Yue Jing Guo Duo,月经过多的定义是连续数个月经周期中月经期出血量多，但月经间隔时间及出血时间皆规则，无经间出血、性交后出血、或经血的突然增加。临床上以出血时间与基础体温（BBT）曲线对照，将有排卵型功能失调性子宫出血分为月经量多与经间出血两类。,子宫,气虚,Ontological terms,"v1,v2",0
1618,月经后错,Yue Jing Hou Cuo,,子宫,血虚,Ontological terms,"v1,v2",0
1619,月经量多,Yue Jing Liang Duo,,子宫,气虚,Synonymous terms,"v1,v2",0
1620,月经量多，味臭,Yue Jing Liang Duo ， Wei Chou,,子宫,肝经湿热,Synonymous terms,"v1,v2",0
1621,月经量少,Yue Jing Liang Shao,月经量少（月经过少）月经周期基本正常，经量明显减少，甚至点滴即净；或经期缩短不足两天，经量亦少者，均称为“月经过少”。,子宫,气血亏虚,Ontological terms,"v1,v2",0
1622,月经提前,Yue Jing Ti Qian,月经提前是月经不调的一个症状，就是指月经来潮的时间早于预期时间。可以通过饮食、起居和药物进行治疗。导致月经提前的原因，主要以内分泌失调与血热、气虚等因素关系最为密切,子宫,气虚,Synonymous terms,"v1,v2",0
1623,月经先后不定期,Yue Jing Xian Hou Bu Ding Qi,,子宫,气虚,Ontological terms,"v1,v2",0
1624,晕车,Yun Che,,,,Synonymous terms,"v1,v2",0
