Formula_id,Formula_pinyin_name,Formula_cn_name,Formula_alias_name,Formula_en_name,Dosage_form,Administration,Type,Category,Herbs_in_Chinese,Herbs_in_pinyin,Syndromes_in_Chinese,Syndromes_in_English,Indications_in_Chinese,Indications_in_English,Source,CPMCP_CMP_id,CPMCP_CPM_id,ITCM_id,ETCM_id
HBFO004662,Weichang’an Wan,胃肠安丸,NA,Wei Chang An Pill; Weichangan Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"木香, 沉香, 枳壳（麸炒）, 檀香, 大黄, 厚朴（姜炙）, 人工麝香, 巴豆霜, 大枣（去核）, 川芎","Mu Xiang, Chen Xiang, Zhi Ke （ Fu Chao ）, Tan Xiang, Dai Huang, Hou Po （ Jiang Zhi ）, Ren Gong She Xiang, Ba Dou Shuang, Da Zao （ Qu He ）, Chuan Qiong",芳香化浊，理气止痛，健胃导滞,NA,用于湿浊中阻、食滞不化所致的腹泻、纳差、恶心、呕吐、腹胀、腹痛；消化不良、肠炎、痢疾见上述证候者,"Used for diarrhea, anorexia, nausea, vomiting, abdominal distension, abdominal pain caused by damp turbidity, obstruction and food stagnation; indigestion, enteritis, dysentery, see the above syndromes",Chinese Pharmacopoeia 2020 edition,NA,NA,52806,NA
HBFO004663,Wei Chang Fu Yuan Gao,胃肠复元膏,NA,Wei Chang Fu Yuan Electuary; Weichang Fuyuan Electuary,煎膏剂 (Electuary),Oral,理气药,Chinese patent medicines,"大黄, 太子参, 木香, 枳壳, 桃仁, 紫苏梗, 莱菔子, 蒲公英, 赤芍, 黄芪","Dai Huang, Tai Zi Shen, Mu Xiang, Zhi Ke, Tao Ren, Zi Su Geng, Lai Fu Zi, Pu Gong Ying, Chi Shao, Huang Qi",气虚气滞证,Syndrome of qi deficiency and qi stagnation,"腹胀, 便秘","Constipation, Abdominal distension",Chinese Pharmacopoeia 2020 edition,NA,NA,2928,2928
HBFO004664,Qi Lu Wen Shen Jiao Nang,杞鹿温肾胶囊,NA,Qi Lu Wen Shen Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"锁阳, 枸杞子, 五味子, 山茱萸, 淫羊藿, 鹿茸, 菟丝子, 熟地黄, 巴戟天, 补骨脂, 紫梢花, 淀粉","Suo Yang, Gou Qi Zi, Wu Wei Zi, Shan Zhu Yu, Yin Yang Huo, Lu Rong, Tu Si Zi, Shu Di Huang, Ba Ji Tian, Bu Gu Zhi, Zi Shao Hua, Dian Fen",温阳补肾,Warm Yang and Nourish Kidney,肾阳虚所致睡眠障碍，精神不振，食欲不佳，腰膝酸软，疲乏无力等症,"Sleep disorders caused by kidney-yang deficiency, lack of energy, poor appetite, weakness in waist and knees, fatigue and weakness, etc.",ITCM,NA,924,52248,NA
HBFO004665,Wei Chang Ling Jiao Nang,胃肠灵胶囊,NA,Wei Chang Ling Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"党参, 山楂, 干姜, 海螵蛸, 甘草, 白及, 白芍, 砂仁, 胡椒, 钻地风","Dang Shen, Shan Zha, Gan Jiang, Hai Piao Shao, Gan Cao, Bai Ji, Bai Shao, Sha Ren, Hu Jiao, Zuan Di Feng",脾胃阳虚证,Syndrome of yang deficiency in spleen and stomach,"腹痛, 腹泻","Abdominal Pain, Diarrhea",ETCM,NA,NA,2929,2929
HBFO004666,Wei Chang Ning Chong Ji,胃肠宁冲剂,NA,Wei Chang Ning Granule,颗粒剂 (Granule),Oral,消食化积,Chinese patent medicines,"功劳木, 布渣叶, 火炭母, 番石榴叶, 辣蓼草","Gong Lao Mu, Bu Zha Ye, Huo Tan Mu, Fan Shi Liu Ye, La Liao",食积证; 痰食互结证,Syndrome of food retention; Syndrome of dyspeptic food intermingled with phlegm blockade,积滞,Indigestion,ETCM,NA,NA,2930,2930
HBFO004667,Wei Chang Ning Pian,胃肠宁片,NA,Wei Chang Ning Tablet,片剂 (Tablet),Oral,消食化积,Chinese patent medicines,"功劳木, 布渣叶, 火炭母, 番石榴叶, 辣蓼草","Gong Lao Mu, Bu Zha Ye, Huo Tan Mu, Fan Shi Liu Ye, La Liao",食积证; 胃肠湿热证,Syndrome of food retention; Syndrome of dampness-heat in stomach and intestines,积滞,Indigestion,ETCM,NA,NA,2931,2931
HBFO004668,Wei De An Jiao Nang,胃得安胶囊,NA,Wei De An Capsule,胶囊剂 (Capsule),Oral,理气药,Chinese patent medicines,"六神曲, 厚朴, 姜半夏, 山姜子, 川芎, 干姜, 木香, 槟榔, 泽泻, 海螵蛸, 瓜蒌, 甘草, 白术, 紫河车, 绿衣枳实, 苍术, 茯苓, 草豆蔻, 莱菔子, 陈皮, 香附, 马兰草, 麦芽, 黄柏, 黄芩","Liu Shen Qu, Hou Po, Jiang Ban Xia, Shan Jiang Zi, Chuan Qiong, Gan Jiang, Mu Xiang, Bing Lang, Ze Xie, Hai Piao Shao, Gua Lou, Gan Cao, Bai Zhu, Zi He Che, Lv Yi Zhi Shi, Cang Zhu, Fu Ling, Cao Dou Kou, Lai Fu Zi, Chen Pi, Xiang Fu, Ma Lan Cao, Mai Ya, Huang Bai, Huang Qin",脾胃气滞证,Syndrome of qi stagnation in spleen and stomach,胃脘痛,Stomachache,ETCM,NA,NA,2932,2932
HBFO004669,Wei De An Pian,胃得安片,NA,Wei De An Tablet,片剂 (Tablet),Oral,理气药,Chinese patent medicines,"六神曲, 厚朴, 姜半夏, 山姜子, 川芎, 干姜, 木香, 槟榔, 泽泻, 海螵蛸, 瓜蒌, 甘草, 白术, 紫河车, 绿衣枳实, 苍术, 茯苓, 草豆蔻, 莱菔子, 陈皮, 香附, 马兰草, 麦芽, 黄柏, 黄芩","Liu Shen Qu, Hou Po, Jiang Ban Xia, Shan Jiang Zi, Chuan Qiong, Gan Jiang, Mu Xiang, Bing Lang, Ze Xie, Hai Piao Shao, Gua Lou, Gan Cao, Bai Zhu, Zi He Che, Lv Yi Zhi Shi, Cang Zhu, Fu Ling, Cao Dou Kou, Lai Fu Zi, Chen Pi, Xiang Fu, Ma Lan Cao, Mai Ya, Huang Bai, Huang Qin",胃热气滞证,Syndrome of stomach heat and qi stagnation,胃脘痛,Stomachache,ETCM,NA,NA,2933,2933
HBFO004670,Wei Fu Ke Li,胃福颗粒,NA,Wei Fu Granule,颗粒剂 (Granule),Oral,理气药,Chinese patent medicines,"地榆, 威灵仙, 延胡索, 木香, 沉香, 没药, 白及, 蚕砂, 陈皮, 马兜铃, 马齿苋, 黄芪","Di Yu, Wei Ling Xian, Yan Hu Suo, Mu Xiang, Chen Xiang, Mo Yao, Bai Ji, Can Sha, Chen Pi, Ma Dou Ling, Ma Chi Xian, Huang Qi",中焦气滞证,Syndrome of qi stagnation in middle energizer,胃脘痛,Stomachache,ETCM,NA,NA,2934,2934
HBFO004671,Wei Fu Chun Pian,胃复春片,NA,Wei Fu Chun Tablet; Weifuchun Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"人参, 枳壳, 香茶菜","Ren Shen, Zhi Ke, Xiang Cha Cai",NA,NA,胃癌,Gastric cancer,Chinese Pharmacopoeia 2020 edition,NA,NA,2935,2935
HBFO004672,Wei Fu Ning Jiao Nang,胃复宁胶囊,NA,Wei Fu Ning Capsule,胶囊剂 (Capsule),Oral,理气药,Chinese patent medicines,"六神曲, 颠茄浸膏, 鸡蛋壳, 麦芽","Liu Shen Qu, Dian Jia Jin Gao, Ji Dan Ke, Mai Ya",食积证,Syndrome of food retention,腹胀,Abdominal distension,ETCM,NA,NA,2936,2936
HBFO004673,Wei Fu Shu Jiao Nang,胃复舒胶囊,NA,Wei Fu Shu Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"蜘蛛香, 半夏（姜制）, 黄芩, 干姜, 蒲公英, 枳壳, 黄连, 槟榔, 荜澄茄, 甘草, 淀粉, 滑石粉, 硬脂酸镁","Zhi Zhu Xiang, Ban Xia （ Jiang Zhi ）, Huang Qin, Gan Jiang, Pu Gong Ying, Zhi Ke, Huang Lian, Bing Lang, Bi Cheng Jia, Gan Cao, Dian Fen, Hua Shi Fen, Ying Zhi Suan Mei",理气消胀，清热和胃,"Regulate qi and relieve swelling, clear away heat and stomach",寒热错杂所致的胃脘，痞满疼痛，嗳气吞酸，食欲减退，浅表性、糜烂性等慢性胃炎见上述证候者,"Stomach epigastric, full pain, belching, sore belching, loss of appetite, superficial, erosive and other chronic gastritis caused by cold and heat",ITCM,NA,1234,52277,NA
HBFO004674,Wei Huo Ling Pian,胃活灵片,NA,Wei Huo Ling Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"丁香, 五灵脂, 厚朴, 巴豆霜, 木香, 枳实, 沉香, 猪牙皂, 砂仁, 肉桂, 胡椒, 莪术, 陈皮, 青皮, 香附","Ding Xiang, Wu Ling Zhi, Hou Po, Ba Dou Shuang, Mu Xiang, Zhi Shi, Chen Xiang, Zhu Ya Zao, Sha Ren, Rou Gui, Hu Jiao, E Shu, Chen Pi, Qing Pi, Xiang Fu",寒凝气滞证,Syndrome of cold congealing and qi stagnation,"腹胀, 腹痛","Abdominal Pain, Abdominal distension",ETCM,NA,NA,2937,2937
HBFO004675,Wei Kang Jiao Nang,胃康胶囊,NA,Weikang Capsule; Wei Kang Capsule,胶囊剂 (Capsule),Oral,和血药,Chinese patent medicines,"三七, 乳香, 没药, 海螵蛸, 白及, 白芍, 百草霜, 香附, 鸡内金, 鸡蛋壳, 黄芪","San Qi, Ru Xiang, Mo Yao, Hai Piao Shao, Bai Ji, Bai Shao, Bai Cao Shuang, Xiang Fu, Ji Na Jin, Ji Dan Ke, Huang Qi",胃气滞血瘀证; 气滞血瘀证,Syndrome of qi stagnation and blood stasis; Syndrome of qi stagnation and blood stasis in stomach,胃脘痛,Stomachache,Chinese Pharmacopoeia 2020 edition,NA,NA,2938,2938
HBFO004676,Wei Kang Ling Jiao Nang,胃康灵胶囊,NA,Weikangling Capsule; Wei Kang Ling Capsule,胶囊剂 (Capsule),Oral,和血药,Chinese patent medicines,"三七, 延胡索, 海螵蛸, 甘草, 白及, 白芍, 茯苓, 颠茄浸膏","San Qi, Yan Hu Suo, Hai Piao Shao, Gan Cao, Bai Ji, Bai Shao, Fu Ling, Dian Jia Jin Gao",气滞血瘀证; 胃气滞血瘀证,Syndrome of qi stagnation and blood stasis; Syndrome of qi stagnation and blood stasis in stomach,胃脘痛,Stomachache,Chinese Pharmacopoeia 2020 edition,NA,NA,2939,2939
HBFO004677,Qi Ge San,启膈散,NA,Qi Ge Powder,散剂 (Powder),Oral,理气方,Ancient TCM prescriptions,"北沙参, 茯苓, 丹参, 川贝母, 郁金, 砂仁, 荷叶蒂, 杵头糠","Bei Sha Shen, Fu Ling, Dan Shen, Chuan Bei Mu, Yu Jin, Sha Ren, He Ye Di, Chu Tou Kang",行气,qi,润燥解郁，化痰降逆,"Moisten dryness and relieve depression, reduce phlegm and reverse",CPMCP,380,NA,43304,NA
HBFO004678,Weikangling Ke Li,胃康灵颗粒,NA,Wei Kang Ling Granule; Weikangling Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"白芍, 白及, 三七, 甘草, 茯苓, 延胡索, 海螵蛸, 颠茄浸膏","Bai Shao, Bai Ji, San Qi, Gan Cao, Fu Ling, Yan Hu Suo, Hai Piao Shao, Dian Jia Jin Gao",柔肝和胃，散瘀止血，缓急止痛，去腐生新,NA,用于肝胃不和、瘀血阻络所致的胃脘疼痛、连及两胁、嗳气、泛酸；急、慢性胃炎，胃、十二指肠溃瘍，胃出血见上述证候者,"It is used for gastric pain caused by liver and stomach discordance, blood stasis and obstruction of the collaterals, joint and two flanks, belching, pantothenic acid; acute and chronic gastritis, gastric and duodenal ulcers, gastric bleeding, see the above syndromes",Chinese Pharmacopoeia 2020 edition,NA,NA,51827,NA
HBFO004679,Weikangling Pian,胃康灵片,NA,Wei Kang Ling Tablet; Weikangling Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"白芍, 三七, 茯苓l, 海螵蛸, 白及, 甘草, 延胡索, 颠茄浸膏","Bai Shao, San Qi, Fu Ling L, Hai Piao Shao, Bai Ji, Gan Cao, Yan Hu Suo, Dian Jia Jin Gao",柔肝和胃，散瘀止血，缓急止痛，去腐生新,NA,用于肝胃不和、瘀血阻络所致的胃脘疼痛、连及两胁、嗳气、泛酸；急、慢性胃炎，胃、十二指肠溃疡，胃出血见上述证候者,"It is used for gastric pain caused by liver and stomach discordance, blood stasis and obstruction of the collaterals, joint and two flanks, belching, pantothenic acid; acute and chronic gastritis, gastric and duodenal ulcers, gastric bleeding, see the above syndromes",Chinese Pharmacopoeia 2020 edition,NA,NA,51825,NA
HBFO004680,Qian Cao Nao Mo Tong He Ji,千草脑脉通合剂,NA,Qian Cao Nao Mo Tong Mixture,合剂 (Mixture),Oral,NA,Chinese patent medicines,"虎尾草, 千斤坠","Hu Wei Cao, Qian Jin Zhui",活血祛瘀，化痰活络,"Promote blood circulation, remove stasis, resolve phlegm and activate collaterals",痰瘀阻络所致中风，中经络，半身不遂，口眼歪斜，言语不利,"Stroke caused by phlegm and blood stasis blocking the collaterals, middle meridian, hemiplegia, crooked mouth and eyes, unfavorable speech",ITCM,NA,925,52303,NA
HBFO004681,Wei Ke Ning Pian,胃可宁片,NA,Wei Ke Ning Tablet,片剂 (Tablet),Oral,清热药,Chinese patent medicines,"浙贝母, 珍珠","Zhe Bei Mu, Zhen Zhu",胃火炽盛证,Syndrome of exuberance of stomach fire,胃脘痛,Stomachache,ETCM,NA,NA,NA,NA
HBFO004682,Wei Le Jiao Nang,胃乐胶囊,NA,Wei Le Capsule,胶囊剂 (Capsule),Oral,理气药,Chinese patent medicines,"木香, 橙皮酊, 氢氧化铝, 氧化镁, 甘草, 白芨, 碳酸钙, 薄荷油, 颠茄流浸膏","Mu Xiang, Cheng Pi Ding, Qing Yang Hua Lv, Yang Hua Mei, Gan Cao, Bai Ji, Tan Suan Gai, Bo He You, Dian Jia Liu Jin Gao",中焦气滞证,Syndrome of qi stagnation in middle energizer,胃脘痛,Stomachache,ETCM,NA,NA,2941,2941
HBFO004683,Wei Le Ning Pian,胃乐宁片,NA,Wei Le Ning Tablet,片剂 (Tablet),Oral,消食化积,Chinese patent medicines,猴头菌,Hou Tou Jun,NA,NA,"胃脘痛, 痞满, 腹胀","Abdominal distension, Stuffiness and fullness, Stomachache",ETCM,NA,NA,2942,2942
HBFO004684,Wei Le Shu Kou Fu Ye,胃乐舒口服液,NA,Wei Le Shu Oral Liquid,口服液 (Oral Liquid Pharmaceutical Preparation),Oral,补益药,Chinese patent medicines,"猴头菌浓缩液, 蜂王浆","Hou Tou Jun Nong Suo Ye, Feng Wang Jiang",脾胃气虚证,Syndrome of qi deficiency of spleen and stomach,胃脘痛,Stomachache,ETCM,NA,1236,2943,2943
HBFO004685,Wei Le Xin Ke Li,胃乐新颗粒,NA,Wei Le Xin Granule,颗粒剂 (Granule),Oral,消食化积,Chinese patent medicines,猴头菌浸膏,Hou Tou Jun Jin Gao,NA,NA,"胃脘痛, 便血","Hematochezia, Stomachache",ETCM,NA,NA,2944,2944
HBFO004686,Qian Jin Shen An Ning Jiao Nang,千斤肾安宁胶囊,NA,Qian Jin Shen An Ning Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"千斤拔, 淫羊藿, 补骨脂, 冬虫夏草, 红参, 黄精, 制何首乌, 地黄, 薏苡仁, 广山药, 芡实, 鹰不扑, 三七, 大黄, 淀粉","Qian Jin Ba, Yin Yang Huo, Bu Gu Zhi, Dong Chong Xia Cao, Hong Can, Huang Jing, Zhi He Shou Wu, Di Huang, Yi Yi Ren, Guang Shan Yao, Qian Shi, Ying Bu Pu, San Qi, Dai Huang, Dian Fen",补肾健脾，利尿降浊,"Invigorate kidney and spleen, diuresis and reduce turbidity",慢性肾炎普通型（脾肾两虚证），氮质血症期慢性肾功能不全,"Chronic nephritis common type (spleen and kidney deficiency syndrome), chronic renal insufficiency in the azotemia stage",ITCM,NA,926,51174,NA
HBFO004687,Wei Li Pian,胃力片,NA,Wei Li Tablet,片剂 (Tablet),Oral,消食化积,Chinese patent medicines,"大黄, 姜半夏, 木香, 枳实, 龙胆","Dai Huang, Jiang Ban Xia, Mu Xiang, Zhi Shi, Long Dan",痰湿阻滞证,Syndrome of stagnation of phlegm-dampness,"痞满, 胃脘痛, 便秘","Constipation, Stuffiness and fullness, Stomachache",ETCM,NA,NA,2945,2945
HBFO004688,Wei Li Kang Pian,胃立康片,NA,Weilikang Tablet; Wei Li Kang Tablet,片剂 (Tablet),Oral,消食化积,Chinese patent medicines,"人参, 六神曲, 厚朴, 吴茱萸, 广藿香, 木香, 泽泻, 清半夏, 猪苓, 甘草, 白术, 苍术, 茯苓, 豆蔻, 陈皮, 麦芽","Ren Shen, Liu Shen Qu, Hou Po, Wu Zhu Yu, Guang Huo Xiang, Mu Xiang, Ze Xie, Qing Ban Xia, Zhu Ling, Gan Cao, Bai Zhu, Cang Zhu, Fu Ling, Dou Kou, Chen Pi, Mai Ya",食积证; 痰热动风证,Syndrome of food retention; Syndrome of phlegm-heat stirring wind,"呕吐, 腹泻, 积滞","Diarrhea, Indigestion, Vomit",Chinese Pharmacopoeia 2020 edition,NA,NA,2946,2946
HBFO004689,Wei Ling Chong Ji,胃灵冲剂,NA,Wei Ling Granule,颗粒剂 (Granule),Oral,补益药,Chinese patent medicines,"党参, 延胡索, 海螵蛸, 炙甘草, 白术, 白芍","Dang Shen, Yan Hu Suo, Hai Piao Shao, Zhi Gan Cao, Bai Zhu, Bai Shao",脾胃气虚证,Syndrome of qi deficiency of spleen and stomach,胃脘痛,Stomachache,ETCM,NA,NA,2947,2947
HBFO004690,Wei Ling He Ji,胃灵合剂,NA,Wei Ling Mixture,合剂 (Mixture),Oral,补益药,Chinese patent medicines,"党参, 延胡索, 海螵蛸, 甘草, 白术, 白芍","Dang Shen, Yan Hu Suo, Hai Piao Shao, Gan Cao, Bai Zhu, Bai Shao",脾胃气虚证,Syndrome of qi deficiency of spleen and stomach,胃脘痛,Stomachache,ETCM,NA,NA,2948,2948
HBFO004691,Qian Jin Teng Su Pian,千金藤素片,NA,Qian Jin Teng Su Tablet,片剂 (Tablet),Oral,NA,Chinese patent medicines,"千金藤素, 淀粉, 糊精, 硬脂酸镁","Qian Jin Teng Su, Dian Fen, Hu Jing, Ying Zhi Suan Mei",清热凉血,Clear heat and cool blood,肿瘤病人因放疗化疗引起的白细胞减少症,Leukopenia caused by radiotherapy and chemotherapy in tumor patients,ITCM,NA,927,52018,NA
HBFO004692,Wei Ling Tang,胃苓汤,NA,Wei Ling Decoction,汤剂 (Decoction),Oral,祛湿方,Ancient TCM prescriptions,"麸炒苍术, 姜厚朴, 陈皮, 炙甘草, 生姜, 大枣, 桂枝, 白术, 泽泻, 茯苓, 猪苓","Fu Chao Cang Zhu, Jiang Hou Po, Chen Pi, Zhi Gan Cao, Sheng Jiang, Da Zao, Gui Zhi, Bai Zhu, Ze Xie, Fu Ling, Zhu Ling",利水渗湿,The water moisture penetration,祛湿和胃，行气利水,"Remove dampness and stomach, qi and water",CPMCP,539,NA,NA,NA
HBFO004693,Wei Ling Wan,胃苓丸,NA,Wei Ling Pill,丸剂 (Pill),Oral,化湿药,Chinese patent medicines,"厚朴, 泽泻, 猪苓, 甘草, 白术, 肉桂, 苍术, 茯苓, 陈皮","Hou Po, Ze Xie, Zhu Ling, Gan Cao, Bai Zhu, Rou Gui, Cang Zhu, Fu Ling, Chen Pi",湿困脾胃证; 寒湿中阻证,Syndrome of middle-obstruction of cold-dampness; Syndrome of dampness stagnancy in spleen and stomach; Syndrome of dampness stagnancy in spleen and stomach,"呕吐, 腹泻, 腹胀","Diarrhea, Abdominal distension, Vomit",ETCM,NA,NA,2949,2949
HBFO004694,Wei Nai An Jiao Nang,胃乃安胶囊,NA,Weinaian Capsule; Wei Nai An Capsule,胶囊剂 (Capsule),Oral,补益药,Chinese patent medicines,"三七, 人参, 人工牛黄, 珍珠, 黄芪","San Qi, Ren Shen, Ren Gong Niu Huang, Zhen Zhu, Huang Qi",气虚血瘀证,Syndrome of blood stasis due to qi deficiency,胃脘痛,Stomachache,Chinese Pharmacopoeia 2020 edition,NA,NA,2950,2950
HBFO004695,Qianjin Zhidai Wan,千金止带丸（大蜜丸）,NA,Qianjin Zhidai Pill (Big Honeyed Pills); Qianjin Zhidai Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"党参, 炒白术, 当归, 白芍, 川芎, 醋香附, 木香, 砂仁, 小茴香（盐炒）, 醋延胡索, 盐杜仲, 续断, 盐补骨脂, 鸡冠花, 青黛, 椿皮（炒）, 煅牡蛎","Dang Shen, Chao Bai Zhu, Dang Gui, Bai Shao, Chuan Qiong, Cu Xiang Fu, Mu Xiang, Sha Ren, Xiao Hui Xiang （ Yan Chao ）, Cu Yan Hu Suo, Yan Du Zhong, Xu Duan, Yan Bu Gu Zhi, Ji Guan Hua, Qing Dai, Chun Pi （ Chao ）, Duan Mu Li",健脾补肾，调经止带,NA,用于脾肾两虚所致的月经不调、带下病，症见月经先后不定期、量多或淋漓不净、色淡无块，或带下量多、色白清稀、神疲乏力、腰膝痠软,"It is used for irregular menstruation caused by the deficiency of the spleen and kidney, and the symptoms of irregular menstruation, excessive amount or dripping, light and no lumps, or excessive amount, white and thin color, fatigue and fatigue, Sore waist and knees",Chinese Pharmacopoeia 2020 edition,NA,NA,51849,NA
HBFO004696,Wei Ning San,心口痛药,NA,Wei Ning Powder,散剂 (Powder),Oral,理气药,Chinese patent medicines,"三硅酸镁, 碳酸氢钠, 薄荷脑, 颠茄流浸膏, 麦芽, 龙胆","San Gui Suan Mei, Tan Suan Qing Na, Bo He Nao, Dian Jia Liu Jin Gao, Mai Ya, Long Dan",胃气滞血瘀证; 气滞血瘀证,Syndrome of qi stagnation and blood stasis; Syndrome of qi stagnation and blood stasis in stomach,"腹痛, 腹胀","Abdominal Pain, Abdominal distension",ETCM,NA,NA,NA,NA
HBFO004697,Wei Qi Tong Pian,胃气痛片,NA,Wei Qi Tong Tablet,片剂 (Tablet),Oral,理气药,Chinese patent medicines,"丁香, 乌药, 乳香, 五灵脂, 八角茴香, 木香, 没药, 白芍, 肉桂, 郁金, 青皮, 香附, 高良姜","Ding Xiang, Wu Yao, Ru Xiang, Wu Ling Zhi, Ba Jiao Hui Xiang, Mu Xiang, Mo Yao, Bai Shao, Rou Gui, Yu Jin, Qing Pi, Xiang Fu, Gao Liang Jiang",中焦气滞证,Syndrome of qi stagnation in middle energizer,"胃脘痛, 腹胀","Abdominal distension, Stomachache",ETCM,NA,NA,2952,2952
HBFO004698,Wei San,胃散,NA,Wei Powder,散剂 (Powder),Oral,NA,Chinese patent medicines,"碳酸氢钠, 碳酸镁, 木香, 砂仁（姜汁炒）, 豆蔻, 薄荷脑, 肉桂, 小茴香（炒）, 甘草, 熟面粉","Tan Suan Qing Na, Tan Suan Mei, Mu Xiang, Sha Ren （ Jiang Zhi Chao ）, Dou Kou, Bo He Nao, Rou Gui, Xiao Hui Xiang （ Chao ）, Gan Cao, Shu Mian Fen",制酸收敛,Antacid astringent,胃酸过多引起的胃痛，以及消化不良属气滞证者,Stomach pain caused by hyperacidity and indigestion due to Qi stagnation syndrome,ITCM,NA,1238,52284,NA
HBFO004699,Wei Shu Ning Chong Ji,胃舒宁冲剂,NA,Wei Shu Ning Granule,颗粒剂 (Granule),Oral,补益药,Chinese patent medicines,"党参, 延胡索, 海螵蛸, 甘草, 白术, 白芍","Dang Shen, Yan Hu Suo, Hai Piao Shao, Gan Cao, Bai Zhu, Bai Shao",脾胃气虚证,Syndrome of qi deficiency of spleen and stomach,胃脘痛,Stomachache,ETCM,NA,NA,2953,2953
HBFO004700,Weishuning Ke Li,胃舒宁颗粒,NA,Weishuning Granule; Wei Shu Ning Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"甘草, 海螵蛸, 白芍, 白术, 延胡索, 党参","Gan Cao, Hai Piao Shao, Bai Shao, Bai Zhu, Yan Hu Suo, Dang Shen",补气健脾，制酸止痛,NA,用于脾胃气虚、肝胃不和所致的胃脘疼痛、喜温喜按、泛吐酸水；胃及十二指肠溃疡见上述证候者,"It is used for gastric pain caused by spleen and stomach qi deficiency, liver and stomach discordance, warming and pressing, pantothenic acid water; gastric and duodenal ulcers with the above syndromes",Chinese Pharmacopoeia 2020 edition,NA,NA,51828,NA
HBFO004701,Wei Shu Pian,胃舒片,NA,Wei Shu Tablet,片剂 (Tablet),Oral,清热药,Chinese patent medicines,"天花粉, 浙贝母, 鸡蛋壳","Tian Hua Fen, Zhe Bei Mu, Ji Dan Ke",肝胃积热证,Syndrome of accumulated heat in liver and stomach,"胃脘痛, 腹胀","Abdominal distension, Stomachache",ETCM,NA,NA,2954,2954
HBFO004702,Weisu Ke Li,胃苏颗粒,NA,Weisu Granule; Wei Su Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"紫苏梗, 香附, 陈皮, 香橼, 佛手, 枳壳, 槟榔, 炒鸡内金","Zi Su Geng, Xiang Fu, Chen Pi, Xiang Yuan, Fo Shou, Zhi Ke, Bing Lang, Chao Ji Na Jin",理气消胀，和胃止痛,NA,主治气滞型胃脘痛，症见胃脘胀痛，窜及两胁，得嗳气或矢气则舒，情绪郁怒则加重，胸闷食少，排便不畅，舌苔薄白，脉弦；慢性胃炎及消化性溃疡见上述证候者,"Indications of gastric pain with stagnation of qi, symptoms of gastric pain, swelling and pain in both sides, belching or qi will relieve the depression, depression and anger will aggravate, chest tightness, less food, poor defecation, thin white tongue coating, stringy pulse; chronic Gastritis and peptic ulcer see the above syndrome",Chinese Pharmacopoeia 2020 edition,NA,NA,51632,NA
HBFO004703,Wei Tai Ping Jiao Nang,胃太平胶囊,NA,Wei Tai Ping Capsule,胶囊剂 (Capsule),Oral,和血药,Chinese patent medicines,"延胡索, 浙贝母, 海螵蛸, 鱼鳔","Yan Hu Suo, Zhe Bei Mu, Hai Piao Shao, Yu Biao",气滞血瘀证; 胃气滞血瘀证,Syndrome of qi stagnation and blood stasis; Syndrome of qi stagnation and blood stasis in stomach,"胃脘痛, 便血","Hematochezia, Stomachache",ETCM,NA,NA,2955,2955
HBFO004704,Qianjin Zhidai Wan,千金止带丸（水丸）,NA,Qianjin Zhidai Pill; Qianjin Zhidai Pill (Watered Pill),丸剂 (Pill),Oral,NA,Chinese patent medicines,"党参, 炒白术, 当归, 白芍, 川芎, 醋香附, 木香, 砂仁, 小茴香（盐炒）, 醋延胡索, 盐杜仲, 续断, 盐补骨脂, 鸡冠花, 青黛, 椿皮（炒）, 煅牡蛎","Dang Shen, Chao Bai Zhu, Dang Gui, Bai Shao, Chuan Qiong, Cu Xiang Fu, Mu Xiang, Sha Ren, Xiao Hui Xiang （ Yan Chao ）, Cu Yan Hu Suo, Yan Du Zhong, Xu Duan, Yan Bu Gu Zhi, Ji Guan Hua, Qing Dai, Chun Pi （ Chao ）, Duan Mu Li",健脾补肾，调经止带,NA,用于脾肾两虚所致的月经不调、带下病，症见月经先后不定期、量多或淋漓不净、色淡无块，或带下量多、色白清稀、神疲乏力、腰膝痠软,"It is used for irregular menstruation caused by the deficiency of the spleen and kidney, and the symptoms of irregular menstruation, excessive amount or dripping, light and no lumps, or excessive amount, white and thin color, fatigue and fatigue, Sore waist and knees",Chinese Pharmacopoeia 2020 edition,NA,NA,51850,NA
