Target_id,Gene_symbol,Gene_alias_name,Protein_name,Type_of_gene,TTD_target_type,Organism,Taxonomy_id ,Map_location,Chromosome,Entrez_id,OMIM_id,HGNC_id,Ensembl_id,MGI_id,TTD_id
HBTAR011798,TAB3,MAP3K7IP3; NAP1,TGF-beta activated kinase 1 (MAP3K7) binding protein 3,protein-coding,NA,Homo sapiens,9606,Xp21.2,X,257397,300480,30681,ENSG00000157625,NA,NA
HBTAR011799,C2orf72,NA,chromosome 2 open reading frame 72,protein-coding,NA,Homo sapiens,9606,2q37.1,2,257407,NA,27418,ENSG00000204128,NA,NA
HBTAR011800,ANKS4B,HARP,ankyrin repeat and sterile alpha motif domain containing 4B,protein-coding,NA,Homo sapiens,9606,16p12.2,16,257629,609901,26795,ENSG00000175311,NA,NA
HBTAR011801,ALS2CL,RN49018,ALS2 C-terminal like,protein-coding,NA,Homo sapiens,9606,3p21.31,3,259173,612402,20605,ENSG00000178038,NA,NA
HBTAR011802,NCR3,1C7; CD337; LY117; MALS; NKp30,natural cytotoxicity triggering receptor 3,protein-coding,NA,Homo sapiens,9606,6p21.33,6,259197,611550,19077,ENSG00000204475,NA,NA
HBTAR011803,HSPA12A,NA,heat shock protein family A (Hsp70) member 12A,protein-coding,NA,Homo sapiens,9606,10q25.3,10,259217,610701,19022,ENSG00000165868,NA,NA
HBTAR011804,NALCN,CLIFAHDD; CanIon; IHPRF; IHPRF1; INNFD; VGCNL1; bA430M15.1,"sodium leak channel, non-selective",protein-coding,NA,Homo sapiens,9606,13q32.3-q33.1,13,259232,611549,19082,ENSG00000102452,NA,NA
HBTAR011805,ASPM,ASP; Calmbp1; MCPH5,assembly factor for spindle microtubules,protein-coding,NA,Homo sapiens,9606,1q31.3,1,259266,605481,19048,ENSG00000066279,NA,NA
HBTAR011806,TAS2R39,T2R39; T2R57,taste 2 receptor member 39,protein-coding,NA,Homo sapiens,9606,7q34,7,259285,NA,18886,ENSG00000236398,NA,NA
HBTAR011807,TAS2R40,GPR60; T2R40; T2R58,taste 2 receptor member 40,protein-coding,NA,Homo sapiens,9606,7q34,7,259286,613964,18885,ENSG00000221937,NA,NA
HBTAR011808,TAS2R41,T2R41; T2R59,taste 2 receptor member 41,protein-coding,NA,Homo sapiens,9606,7q35,7,259287,613965,18883,ENSG00000221855,NA,NA
HBTAR011809,TAS2R43,T2R43; T2R52,taste 2 receptor member 43,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259289,612668,18875,ENSG00000255374,NA,NA
HBTAR011810,TAS2R31,T2R31; T2R44; T2R53; TAS2R44,taste 2 receptor member 31,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259290,612669,19113,ENSG00000256436,NA,NA
HBTAR011811,TAS2R46,T2R46; T2R54,taste 2 receptor member 46,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259292,612774,18877,ENSG00000226761,NA,NA
HBTAR011812,TAS2R30,T2R30; T2R47; TAS2R47,taste 2 receptor member 30,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259293,613963,19112,ENSG00000256188,NA,NA
HBTAR011813,TAS2R19,MSTP058; T2R19; T2R23; T2R48; TAS2R23; TAS2R48,taste 2 receptor member 19,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259294,613961,19108,ENSG00000212124,NA,NA
HBTAR011814,TAS2R20,T2R20; T2R49; T2R56; TAS2R49,taste 2 receptor member 20,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259295,613962,19109,ENSG00000255837,NA,NA
HBTAR011815,TAS2R50,T2R50; T2R51; TAS2R51,taste 2 receptor member 50,protein-coding,NA,Homo sapiens,9606,12p13.2,12,259296,609627,18882,ENSG00000212126,NA,NA
HBTAR011816,IL4I1,FIG1; LAAO; LAO,interleukin 4 induced 1,protein-coding,NA,Homo sapiens,9606,19q13.33,19,259307,609742,19094,ENSG00000104951,NA,NA
HBTAR011817,CYP4X1,CYPIVX1,cytochrome P450 family 4 subfamily X member 1,protein-coding,NA,Homo sapiens,9606,1p33|1,1,260293,614999,20244,ENSG00000186377,NA,NA
HBTAR011818,MAGI3,MAGI-3; dJ730K3.2,"membrane associated guanylate kinase, WW and PDZ domain containing 3",protein-coding,NA,Homo sapiens,9606,1p13.2,1,260425,615943,29647,ENSG00000081026,NA,NA
HBTAR011819,PRSS33,EOS,serine protease 33,protein-coding,NA,Homo sapiens,9606,16p13.3,16,260429,613797,30405,ENSG00000103355,NA,NA
HBTAR011820,STEAP2,IPCA1; PCANAP1; PUMPCn; STAMP1; STMP,STEAP2 metalloreductase,protein-coding,Research target,Homo sapiens,9606,7q21.13,7,261729,605094,17885,ENSG00000157214,NA,T23485
HBTAR011821,SEC14L3,TAP2,SEC14 like lipid binding 3,protein-coding,NA,Homo sapiens,9606,22q12.2,22,266629,612824,18655,ENSG00000100012,NA,NA
HBTAR011822,NAP1L5,DRLM,nucleosome assembly protein 1 like 5,protein-coding,NA,Homo sapiens,9606,4q22.1|4q21-q22,4,266812,612203,19968,ENSG00000177432,NA,NA
HBTAR011823,ADGRF1,GPR110; KPG_012; PGR19; hGPCR36,adhesion G protein-coupled receptor F1,protein-coding,NA,Homo sapiens,9606,6p12.3|6,6,266977,617430,18990,ENSG00000153292,NA,NA
HBTAR011824,PGBD3,NA,piggyBac transposable element derived 3,protein-coding,NA,Homo sapiens,9606,10q11.23,10,267004,NA,19400,NA,NA,NA
HBTAR011825,WFDC10B,WAP12,WAP four-disulfide core domain 10B,protein-coding,NA,Homo sapiens,9606,20q13.12,20,280664,NA,20479,ENSG00000182931,NA,NA
HBTAR011826,IFNL1,IL-29; IL29,interferon lambda 1,protein-coding,Clinical Trial target,Homo sapiens,9606,19q13.2,19,282618,607403,18363,ENSG00000182393,NA,T78381
HBTAR011827,AQP11,AQPX1,aquaporin 11,protein-coding,NA,Homo sapiens,9606,11q14.1,11,282679,609914,19940,ENSG00000178301,NA,NA
HBTAR011828,OR10AG1,OR11-160,olfactory receptor family 10 subfamily AG member 1,protein-coding,NA,Homo sapiens,9606,11q12.1,11,282770,NA,19607,ENSG00000174970,NA,NA
HBTAR011829,RAB40AL,MRXSMP; RAR2; RLGP,RAB40A like,protein-coding,NA,Homo sapiens,9606,Xq22.1,X,282808,300405,25410,ENSG00000102128,NA,NA
HBTAR011830,ZNF311,zf31,zinc finger protein 311,protein-coding,NA,Homo sapiens,9606,6p22.1,6,282890,NA,13847,ENSG00000197935,NA,NA
HBTAR011831,FUOM,C10orf125; FUCU; FucM,fucose mutarotase,protein-coding,NA,Homo sapiens,9606,10q26.3,10,282969,617725,24733,ENSG00000148803,NA,NA
HBTAR011832,STK32C,PKE; YANK3,serine/threonine kinase 32C,protein-coding,NA,Homo sapiens,9606,10q26.3,10,282974,NA,21332,ENSG00000165752,NA,NA
HBTAR011833,BLOC1S2,BLOS2; BORCS2; CEAP; CEAP11,biogenesis of lysosomal organelles complex 1 subunit 2,protein-coding,NA,Homo sapiens,9606,10q24.31,10,282991,609768,20984,ENSG00000196072,NA,NA
HBTAR011834,MKX,C10orf48; IFRX; IRXL1,mohawk homeobox,protein-coding,NA,Homo sapiens,9606,10p12.1,10,283078,601332,23729,ENSG00000150051,NA,NA
HBTAR011835,TRIM49B,NA,tripartite motif containing 49B,protein-coding,NA,Homo sapiens,9606,11p11.12,11,283116,NA,42955,ENSG00000182053,NA,NA
HBTAR011836,SLC25A45,NA,solute carrier family 25 member 45,protein-coding,NA,Homo sapiens,9606,11q13.1,11,283130,610825,27442,ENSG00000162241,NA,NA
HBTAR011837,BCL9L,B9L; BCL9-2; DLNB11,BCL9 like,protein-coding,NA,Homo sapiens,9606,11q23.3,11,283149,609004,23688,ENSG00000186174,NA,NA
HBTAR011838,P4HA3,NA,prolyl 4-hydroxylase subunit alpha 3,protein-coding,NA,Homo sapiens,9606,11q13.4,11,283208,608987,30135,ENSG00000149380,NA,NA
HBTAR011839,PGM2L1,BM32A; PMMLP,phosphoglucomutase 2 like 1,protein-coding,NA,Homo sapiens,9606,11q13.4,11,283209,611610,20898,ENSG00000165434,NA,NA
HBTAR011840,CRACR2B,EFCAB4A,calcium release activated channel regulator 2B,protein-coding,NA,Homo sapiens,9606,11p15.5,11,283229,614177,28703,ENSG00000177685,NA,NA
HBTAR011841,SLC22A24,NET46,solute carrier family 22 member 24,protein-coding,NA,Homo sapiens,9606,11q12.3,11,283238,611698,28542,ENSG00000197658,NA,NA
HBTAR011842,IGSF22,IGFN2,immunoglobulin superfamily member 22,protein-coding,NA,Homo sapiens,9606,11p15.1,11,283284,NA,26750,ENSG00000179057,NA,NA
HBTAR011843,OLFML1,MVAL564; UNQ564,olfactomedin like 1,protein-coding,NA,Homo sapiens,9606,11p15.4,11,283298,NA,24473,ENSG00000183801,NA,NA
HBTAR011844,OTOGL,C12orf64; DFNB84B,otogelin like,protein-coding,NA,Homo sapiens,9606,12q21.31,12,283310,614925,26901,ENSG00000165899,NA,NA
HBTAR011845,CD163L1,CD163B; M160; SCARI2; WC1,CD163 molecule like 1,protein-coding,NA,Homo sapiens,9606,12p13.31,12,283316,606079,30375,ENSG00000177675,NA,NA
HBTAR011846,ZNF740,Zfp740,zinc finger protein 740,protein-coding,NA,Homo sapiens,9606,12q13.13,12,283337,NA,27465,ENSG00000139651,NA,NA
HBTAR011847,ANKRD52,ANKRD33,ankyrin repeat domain 52,protein-coding,NA,Homo sapiens,9606,12q13.3,12,283373,NA,26614,ENSG00000139645,NA,NA
HBTAR011848,SLC39A5,LZT-Hs7; MYP24; ZIP5,solute carrier family 39 member 5,protein-coding,NA,Homo sapiens,9606,12q13.3,12,283375,608730,20502,ENSG00000139540,NA,NA
HBTAR011849,ADGRD1,GPR133; PGR25,adhesion G protein-coupled receptor D1,protein-coding,NA,Homo sapiens,9606,12q24.33,12,283383,613639,19893,ENSG00000111452,NA,NA
HBTAR011850,CLEC9A,CD370; DNGR-1; DNGR1; UNQ9341,C-type lectin domain containing 9A,protein-coding,Research target,Homo sapiens,9606,12p13.2,12,283420,612252,26705,ENSG00000197992,NA,T70513
HBTAR011851,GAS2L3,G2L3,growth arrest specific 2 like 3,protein-coding,NA,Homo sapiens,9606,12q23.1,12,283431,617224,27475,ENSG00000139354,NA,NA
HBTAR011852,MYO1H,NA,myosin IH,protein-coding,NA,Homo sapiens,9606,12q24.11,12,283446,614636,13879,ENSG00000174527,NA,NA
HBTAR011853,HECTD4,C12ord51; C12orf51; HEEL; POTAGE,HECT domain E3 ubiquitin protein ligase 4,protein-coding,NA,Homo sapiens,9606,12q24.13,12,283450,NA,26611,ENSG00000173064,NA,NA
HBTAR011854,KSR2,NA,kinase suppressor of ras 2,protein-coding,NA,Homo sapiens,9606,12q24.22-q24.23,12,283455,610737,18610,ENSG00000171435,NA,NA
HBTAR011855,GATC,15E1.2; COXPD42,glutamyl-tRNA amidotransferase subunit C,protein-coding,NA,Homo sapiens,9606,12q24.31,12,283459,617210,25068,ENSG00000257218,NA,NA
HBTAR011856,GXYLT1,GLT8D3,glucoside xylosyltransferase 1,protein-coding,NA,Homo sapiens,9606,12q12,12,283464,613321,27482,ENSG00000151233,NA,NA
HBTAR011857,TMPRSS12,CT151,transmembrane serine protease 12,protein-coding,NA,Homo sapiens,9606,12q13.12,12,283471,NA,28779,ENSG00000186452,NA,NA
HBTAR011858,SIAH3,NA,siah E3 ubiquitin protein ligase family member 3,protein-coding,NA,Homo sapiens,9606,13q14.13,13,283514,615609,30553,ENSG00000215475,NA,NA
HBTAR011859,GPR137C,TM7SF1L2,G protein-coupled receptor 137C,protein-coding,NA,Homo sapiens,9606,14q22.1,14,283554,NA,25445,ENSG00000180998,NA,NA
HBTAR011860,TMED8,FAM15B,transmembrane p24 trafficking protein family member 8,protein-coding,NA,Homo sapiens,9606,14q24.3,14,283578,NA,18633,ENSG00000100580,NA,NA
HBTAR011861,TSSK4,C14orf20; STK22E; TSK-4; TSK4; TSSK5,testis specific serine kinase 4,protein-coding,NA,Homo sapiens,9606,14q12,14,283629,610711,19825,ENSG00000139908,NA,NA
HBTAR011862,FAM177A1,C14orf24,family with sequence similarity 177 member A1,protein-coding,NA,Homo sapiens,9606,14q13.2,14,283635,NA,19829,ENSG00000151327,NA,NA
HBTAR011863,CEP170B,CEP170R; FAM68C; KIAA0284,centrosomal protein 170B,protein-coding,NA,Homo sapiens,9606,14q32.33,14,283638,NA,20362,ENSG00000099814,NA,NA
HBTAR011864,TEDC1,C14orf80,tubulin epsilon and delta complex 1,protein-coding,NA,Homo sapiens,9606,14q32.33,14,283643,NA,20127,ENSG00000185347,NA,NA
HBTAR011865,PRTG,IGDCC5,protogenin,protein-coding,NA,Homo sapiens,9606,15q21.3,15,283659,613261,26373,ENSG00000166450,NA,NA
HBTAR011866,FAM98B,NA,family with sequence similarity 98 member B,protein-coding,NA,Homo sapiens,9606,15q14,15,283742,616142,26773,ENSG00000171262,NA,NA
HBTAR011867,PLA2G4D,cPLA2delta,phospholipase A2 group IVD,protein-coding,NA,Homo sapiens,9606,15q15.1,15,283748,612864,30038,ENSG00000159337,NA,NA
HBTAR011868,FBXL22,Fbl22,F-box and leucine rich repeat protein 22,protein-coding,NA,Homo sapiens,9606,15q22.31,15,283807,609088,27537,ENSG00000197361,NA,NA
HBTAR011869,CES4A,CES6; CES8,carboxylesterase 4A,protein-coding,NA,Homo sapiens,9606,16q22.1,16,283848,NA,26741,ENSG00000172824,NA,NA
HBTAR011870,NPW,L8; L8C; PPL8; PPNPW,neuropeptide W,protein-coding,NA,Homo sapiens,9606,16p13.3,16,283869,607997,30509,ENSG00000183971,NA,NA
HBTAR011871,PGP,AUM; G3PP; PGPase,phosphoglycolate phosphatase,protein-coding,NA,Homo sapiens,9606,16p13.3,16,283871,172280,8909,ENSG00000184207,NA,NA
HBTAR011872,INO80E,CCDC95,INO80 complex subunit E,protein-coding,NA,Homo sapiens,9606,16p11.2,16,283899,NA,26905,ENSG00000169592,NA,NA
HBTAR011873,NUDT7,NA,nudix hydrolase 7,protein-coding,NA,Homo sapiens,9606,16q23.1,16,283927,609231,8054,ENSG00000140876,NA,NA
HBTAR011874,ZNF843,NA,zinc finger protein 843,protein-coding,NA,Homo sapiens,9606,16p11.2,16,283933,NA,28710,ENSG00000176723,NA,NA
HBTAR011875,NHLRC4,NA,NHL repeat containing 4,protein-coding,NA,Homo sapiens,9606,16p13.3,16,283948,NA,26700,ENSG00000257108,NA,NA
HBTAR011876,CLEC18C,MRCL; MRCL3,C-type lectin domain family 18 member C,protein-coding,NA,Homo sapiens,9606,16q22.1,16,283971,616573,28538,ENSG00000157335,NA,NA
HBTAR011877,FADS6,FP18279,fatty acid desaturase 6,protein-coding,NA,Homo sapiens,9606,17q25.1,17,283985,NA,30459,ENSG00000172782,NA,NA
HBTAR011878,UBALD2,FAM100B,UBA like domain containing 2,protein-coding,NA,Homo sapiens,9606,17q25.1,17,283991,NA,28438,ENSG00000185262,NA,NA
HBTAR011879,HEXD,HEXDC,hexosaminidase D,protein-coding,NA,Homo sapiens,9606,17q25.3,17,284004,616864,26307,ENSG00000169660,NA,NA
HBTAR011880,C17orf58,NA,chromosome 17 open reading frame 58,protein-coding,NA,Homo sapiens,9606,17q24.2,17,284018,NA,27568,ENSG00000186665,NA,NA
HBTAR011881,CDRT4,NA,CMT1A duplicated region transcript 4,protein-coding,NA,Homo sapiens,9606,17p12,17,284040,NA,14383,ENSG00000239704,NA,NA
HBTAR011882,GSDMA,FKSG9; GSDM; GSDM1,gasdermin A,protein-coding,NA,Homo sapiens,9606,17q21.1,17,284110,611218,13311,ENSG00000167914,NA,NA
HBTAR011883,SLC13A5,EIEE25; INDY; NACT; mIndy,solute carrier family 13 member 5,protein-coding,Research target,Homo sapiens,9606,17p13.1,17,284111,608305,23089,ENSG00000141485,NA,T81547
HBTAR011884,CAVIN1,CAVIN; CGL4; FKSG13; PTRF; cavin-1,caveolae associated protein 1,protein-coding,NA,Homo sapiens,9606,17q21.2,17,284119,603198,9688,ENSG00000177469,NA,NA
HBTAR011885,SLC26A11,NA,solute carrier family 26 member 11,protein-coding,NA,Homo sapiens,9606,17q25.3,17,284129,610117,14471,ENSG00000181045,NA,NA
HBTAR011886,GDPD1,GDE4,glycerophosphodiester phosphodiesterase domain containing 1,protein-coding,NA,Homo sapiens,9606,17q22,17,284161,616317,20883,ENSG00000153982,NA,NA
HBTAR011887,LGALS9B,NA,galectin 9B,protein-coding,NA,Homo sapiens,9606,17p11.2,17,284194,NA,24842,ENSG00000170298,NA,NA
HBTAR011888,METRNL,NA,"meteorin like, glial cell differentiation regulator",protein-coding,NA,Homo sapiens,9606,17q25.3,17,284207,616241,27584,ENSG00000176845,NA,NA
HBTAR011889,LAMA1,LAMA; PTBHS; S-LAM-alpha,laminin subunit alpha 1,protein-coding,NA,Homo sapiens,9606,18p11.31,18,284217,150320,6481,ENSG00000101680,NA,NA
HBTAR011890,KCTD1,C18orf5,potassium channel tetramerization domain containing 1,protein-coding,NA,Homo sapiens,9606,18q11.2,18,284252,613420,18249,ENSG00000134504,NA,NA
HBTAR011891,ZADH2,PRG-3,zinc binding alcohol dehydrogenase domain containing 2,protein-coding,NA,Homo sapiens,9606,18q22.3,18,284273,NA,28697,ENSG00000180011,NA,NA
HBTAR011892,HMSD,ACC-6; ACC6; C18orf53; HSMD-v,histocompatibility minor serpin domain containing,protein-coding,NA,Homo sapiens,9606,18q22.1,18,284293,612086,23037,ENSG00000221887,NA,NA
HBTAR011893,ZNF547,MIP-2A; SEDLP1; TRAPPC2.19; TRAPPC2B; TRAPPC2P1,zinc finger protein 547,protein-coding,NA,Homo sapiens,9606,19q13.43,19,284306,NA,26432,ENSG00000152433,NA,NA
HBTAR011894,ZIK1,ZNF762,zinc finger protein interacting with K protein 1,protein-coding,Research target,Homo sapiens,9606,19q13.43,19,284307,NA,33104,ENSG00000171649,NA,T92770
HBTAR011895,ZNF776,NA,zinc finger protein 776,protein-coding,NA,Homo sapiens,9606,19q13.43,19,284309,NA,26765,ENSG00000152443,NA,NA
HBTAR011896,ZSCAN1,MZF-1; ZNF915,zinc finger and SCAN domain containing 1,protein-coding,NA,Homo sapiens,9606,19q13.43,19,284312,NA,23712,ENSG00000152467,NA,NA
HBTAR011897,ZNF780A,ZNF780,zinc finger protein 780A,protein-coding,NA,Homo sapiens,9606,19q13.2,19,284323,NA,27603,ENSG00000197782,NA,NA
HBTAR011898,CXCL17,DMC; Dcip1; UNQ473; VCC-1; VCC1,C-X-C motif chemokine ligand 17,protein-coding,NA,Homo sapiens,9606,19q13.2,19,284340,611387,19232,ENSG00000189377,NA,NA
HBTAR011899,ZNF575,NA,zinc finger protein 575,protein-coding,NA,Homo sapiens,9606,19q13.31,19,284346,NA,27606,ENSG00000176472,NA,NA
HBTAR011900,ZNF283,HZF19; HZF41,zinc finger protein 283,protein-coding,NA,Homo sapiens,9606,19q13.31,19,284349,NA,13077,ENSG00000167637,NA,NA
HBTAR011901,NKPD1,NA,NTPase KAP family P-loop domain containing 1,protein-coding,NA,Homo sapiens,9606,19q13.32,19,284353,NA,24739,NA,NA,NA
HBTAR011902,KLK9,KLK-L3; KLKL3,kallikrein related peptidase 9,protein-coding,NA,Homo sapiens,9606,19q13.41,19,284366,605504,6370,ENSG00000213022,NA,NA
HBTAR011903,ZNF615,NA,zinc finger protein 615,protein-coding,NA,Homo sapiens,9606,19q13.41,19,284370,NA,24740,ENSG00000197619,NA,NA
HBTAR011904,ZNF841,NA,zinc finger protein 841,protein-coding,NA,Homo sapiens,9606,19q13.41,19,284371,NA,27611,ENSG00000197608,NA,NA
HBTAR011905,ACTL9,HSD21,actin like 9,protein-coding,NA,Homo sapiens,9606,19p13.2,19,284382,NA,28494,ENSG00000181786,NA,NA
HBTAR011906,ZNF763,ZNF; ZNF440L,zinc finger protein 763,protein-coding,NA,Homo sapiens,9606,19p13.2,19,284390,NA,27614,ENSG00000197054,NA,NA
HBTAR011907,ZNF844,NA,zinc finger protein 844,protein-coding,NA,Homo sapiens,9606,19p13.2,19,284391,NA,25932,ENSG00000223547 ENSG00000286098,NA,NA
HBTAR011908,SCGB2B2,SCGB4A2; SCGBL,secretoglobin family 2B member 2,protein-coding,NA,Homo sapiens,9606,19q13.11,19,284402,615063,27616,ENSG00000205209,NA,NA
HBTAR011909,ZFP82,ZNF545,ZFP82 zinc finger protein,protein-coding,NA,Homo sapiens,9606,19q13.12,19,284406,NA,28682,ENSG00000181007,NA,NA
HBTAR011910,ZNF493,NA,zinc finger protein 493,protein-coding,NA,Homo sapiens,9606,19p12,19,284443,NA,23708,ENSG00000196268,NA,NA
HBTAR011911,ODF3L2,C19orf19,outer dense fiber of sperm tails 3 like 2,protein-coding,NA,Homo sapiens,9606,19p13.3,19,284451,NA,26841,ENSG00000181781,NA,NA
HBTAR011912,ZNF875,HKR1,zinc finger protein 875,protein-coding,NA,Homo sapiens,9606,19q13.12,19,284459,165250,4928,ENSG00000181666,NA,NA
HBTAR011913,TAFA3,FAM19A3; TAFA-3,TAFA chemokine like family member 3,protein-coding,NA,Homo sapiens,9606,1p13.2,1,284467,617497,21590,ENSG00000184599,NA,NA
HBTAR011914,CYP4A22,NA,cytochrome P450 family 4 subfamily A member 22,protein-coding,NA,Homo sapiens,9606,1p33,1,284541,615341,20575,ENSG00000162365,NA,NA
HBTAR011915,FAM102B,SYM-3B,family with sequence similarity 102 member B,protein-coding,NA,Homo sapiens,9606,1p13.3,1,284611,NA,27637,ENSG00000162636,NA,NA
HBTAR011916,RSPO1,CRISTIN3; RSPO,R-spondin 1,protein-coding,Clinical Trial target,Homo sapiens,9606,1p34.3,1,284654,609595,21679,ENSG00000169218,NA,T91023
HBTAR011917,EPHA10,NA,EPH receptor A10,protein-coding,NA,Homo sapiens,9606,1p34.3,1,284656,611123,19987,ENSG00000183317,NA,NA
HBTAR011918,RIMKLA,FAM80A; NAAGS; NAAGS-II,ribosomal modification protein rimK like family member A,protein-coding,NA,Homo sapiens,9606,1p34.2,1,284716,NA,28725,ENSG00000177181,NA,NA
HBTAR011919,SIRPB2,PTPN1L; PTPNS1L3; dJ776F14.2,signal regulatory protein beta 2,protein-coding,NA,Homo sapiens,9606,20p13,20,284759,NA,16247,ENSG00000196209,NA,NA
HBTAR011920,SEC14L4,TAP3,SEC14 like lipid binding 4,protein-coding,NA,Homo sapiens,9606,22q12.2,22,284904,612825,20627,ENSG00000133488,NA,NA
HBTAR011921,RNF149,DNAPTP2,ring finger protein 149,protein-coding,NA,Homo sapiens,9606,2q11.2,2,284996,NA,23137,ENSG00000163162,NA,NA
HBTAR011922,ALKAL2,AUGA; FAM150B; PRO1097; RGPG542,ALK and LTK ligand 2,protein-coding,NA,Homo sapiens,9606,2p25.3,2,285016,NA,27683,ENSG00000189292,NA,NA
HBTAR011923,IAH1,NA,isoamyl acetate hydrolyzing esterase 1 (putative),protein-coding,NA,Homo sapiens,9606,2p25.1,2,285148,NA,27696,ENSG00000134330,NA,NA
HBTAR011924,FAM126B,HYCC2,family with sequence similarity 126 member B,protein-coding,NA,Homo sapiens,9606,2q33.1,2,285172,NA,28593,ENSG00000155744,NA,NA
HBTAR011925,RGPD4,RGP4,RANBP2 like and GRIP domain containing 4,protein-coding,NA,Homo sapiens,9606,2q12.3,2,285190,612707,32417,ENSG00000196862,NA,NA
HBTAR011926,DUSP28,DUSP26; VHP,dual specificity phosphatase 28,protein-coding,NA,Homo sapiens,9606,2q37.3,2,285193,NA,33237,ENSG00000188542,NA,NA
HBTAR011927,SLC9A9,AUTS16; NHE9,solute carrier family 9 member A9,protein-coding,NA,Homo sapiens,9606,3q24,3,285195,608396,20653,ENSG00000181804,NA,NA
HBTAR011928,EOGT,AER61; AOS4; C3orf64; EOGT1,EGF domain specific O-linked N-acetylglucosamine transferase,protein-coding,NA,Homo sapiens,9606,3p14.1,3,285203,614789,28526,ENSG00000163378,NA,NA
HBTAR011929,EPHA6,EHK-2; EHK2; EK12; EPA6; HEK12; PRO57066,EPH receptor A6,protein-coding,Research target,Homo sapiens,9606,3q11.2,3,285220,600066,19296,ENSG00000080224,NA,T08647
HBTAR011930,C3orf38,NA,chromosome 3 open reading frame 38,protein-coding,NA,Homo sapiens,9606,3p11.1,3,285237,NA,28384,ENSG00000179021,NA,NA
HBTAR011931,HTR3E,5-HT3-E; 5-HT3E; 5-HT3c1,5-hydroxytryptamine receptor 3E,protein-coding,NA,Homo sapiens,9606,3q27.1,3,285242,610123,24005,ENSG00000186038,NA,NA
HBTAR011932,ZNF619,NA,zinc finger protein 619,protein-coding,NA,Homo sapiens,9606,3p22.1,3,285267,NA,26910,ENSG00000177873,NA,NA
HBTAR011933,ZNF621,NA,zinc finger protein 621,protein-coding,NA,Homo sapiens,9606,3p22.1,3,285268,NA,24787,ENSG00000172888,NA,NA
HBTAR011934,IGSF10,CMF608,immunoglobulin superfamily member 10,protein-coding,NA,Homo sapiens,9606,3q25.1,3,285313,617351,26384,ENSG00000152580,NA,NA
HBTAR011935,C3orf33,AC3-33,chromosome 3 open reading frame 33,protein-coding,NA,Homo sapiens,9606,3q25.31,3,285315,NA,26434,ENSG00000174928,NA,NA
HBTAR011936,SLC9C1,NHE; NHE-10; SLC9A10; sperm-NHE,solute carrier family 9 member C1,protein-coding,NA,Homo sapiens,9606,3q13.2,3,285335,612738,31401,ENSG00000172139,NA,NA
HBTAR011937,TCAIM,C3orf23; TOAG-1; TOAG1,"T cell activation inhibitor, mitochondrial",protein-coding,NA,Homo sapiens,9606,3p21.31,3,285343,NA,25241,ENSG00000179152,NA,NA
HBTAR011938,ZNF852,NA,zinc finger protein 852,protein-coding,NA,Homo sapiens,9606,3p21.31,3,285346,NA,27713,ENSG00000178917,NA,NA
HBTAR011939,ZNF660,NA,zinc finger protein 660,protein-coding,NA,Homo sapiens,9606,3p21.31,3,285349,NA,26720,ENSG00000144792,NA,NA
HBTAR011940,RPUSD3,NA,RNA pseudouridine synthase D3,protein-coding,NA,Homo sapiens,9606,3p25.3,3,285367,617759,28437,ENSG00000156990,NA,NA
HBTAR011941,DPH3,DELGIP; DELGIP1; DESR1; DPH3A; KTI11; ZCSL2,diphthamide biosynthesis 3,protein-coding,NA,Homo sapiens,9606,3p25.1,3,285381,608959,27717,ENSG00000154813,NA,NA
HBTAR011942,TPRG1,FAM79B,tumor protein p63 regulated 1,protein-coding,NA,Homo sapiens,9606,3q28,3,285386,NA,24759,ENSG00000188001,NA,NA
HBTAR011943,CYP4V2,BCD; CYP4AH1,cytochrome P450 family 4 subfamily V member 2,protein-coding,NA,Homo sapiens,9606,4q35.1-q35.2,4,285440,608614,23198,ENSG00000145476,NA,NA
HBTAR011944,DOK7,C4orf25; CMS10; CMS1B; FADS3,docking protein 7,protein-coding,NA,Homo sapiens,9606,4p16.3,4,285489,610285,26594,ENSG00000175920,NA,NA
HBTAR011945,GPRIN3,GRIN3,GPRIN family member 3,protein-coding,NA,Homo sapiens,9606,4q22.1,4,285513,611241,27733,ENSG00000185477,NA,NA
HBTAR011946,FRYL,AF4p12; KIAA0826; MOR2,FRY like transcription coactivator,protein-coding,NA,Homo sapiens,9606,4p11,4,285527,NA,29127,ENSG00000075539,NA,NA
HBTAR011947,EFCAB9,NA,EF-hand calcium binding domain 9,protein-coding,NA,Homo sapiens,9606,5q35.1,5,285588,618520,34530,ENSG00000214360,NA,NA
HBTAR011948,SH3PXD2B,FAD49; FTHS; HOFI; KIAA1295; TKS4; TSK4,SH3 and PX domains 2B,protein-coding,NA,Homo sapiens,9606,5q35.1,5,285590,613293,29242,ENSG00000174705,NA,NA
HBTAR011949,ARL10,ARL10A,ADP ribosylation factor like GTPase 10,protein-coding,NA,Homo sapiens,9606,5q35.2,5,285598,NA,22042,ENSG00000175414,NA,NA
